,S1_BSA_Blank_U13C_labeled_glucose,S1_BSA_Blank_unlabeled_glucose,S2_SA_Blank_U13C_labeled_glucose,S2_SA_Blank_unlabeled_glucose,S3_LPS853_BSA_unlabeled_glucose8h,S4_LPS853_BSA_unlabeled_glucose8h,S5_LPS853_BSA_unlabeled_glucose8h,S6_LPS853_BSAandSA_unlabeled_glucose8h,S7_LPS853_BSAandSA_unlabeled_glucose8h,S8_LPS853_BSAandSA_unlabeled_glucose8h,S9_LPS853_BSA_U13C_labeled_glucose8h,S10_LPS853_BSA_U13C_labeled_glucose8h,S11_LPS853_BSAU13C_labeled_glucose8h,S12_LPS853_BSAandSA_U13C_labeled_glucose8h,S13_LPS853_BSAandSA_U13C_labeled_glucose8h,S14_LPS853_BSAandSA_U13C_labeled_glucose8h,S15_LPS853_BSA_U13C_labeled_glucose4h,S16_LPS853_BSA_U13C_labeled_glucose4h,S17_LPS853_BSA_U13C_labeled_glucose4h,S18_LPS853_BSAandSA_U13C_labeled_glucose4h,S19_LPS853_BSAandSA_U13C_labeled_glucose4h,S20_LPS853_BSAandSA_U13C_labeled_glucose4h,S21_LPS853_BSA_U13C_labeled_glucose2h,S22_LPS853_BSA_U13C_labeled_glucose2h,S23_LPS853_BSA_U13C_labeled_glucose2h,S24_LPS853_BSAandSA_U13C_labeled_glucose2h,S25_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h_redo,Burn_inQCpool1,Burn_inQCpool2,Burn_inQCpool3,Burn_inQCpool4,Noinj_Blank_2,Noinj_Blank_redo26_2,qcpool_redo26_1,qcpool_redo26_2,qcpool_redo26_3,qcpool_redo26_4,qcpool_redo26_5,qcpool2,qcpool3,qcpool4,qcpool5
Glycerol 3-phosphate_3,784.4514206,944.2636938,1485.195973,1450.774291,631.0889062,0,2697.119631,144.718688,2199.776373,333.8951039,832077.6649,910495.5202,927720.4678,246598.1863,277007.9931,298853.3214,953591.3675,946077.2195,1153853.559,388050.4609,392459.1347,361230.853,1150058.532,1349249.186,1414408.447,530003.8995,569200.765,576157.0766,484596.6437,498956.3321,460036.0932,491335.3027,503961.7248,4171.122268,4244.277445,449696.1336,457738.8572,440468.7767,491314.535,471963.1791,499056.2422,523450.7454,526869.8444,486571.2969
Pyruvic acid_0,1444476.285,1416374.352,1608447.231,1253375.471,9292560.598,11430049.7,7746414.794,9817679.983,9122969.093,9406260.599,1444901.428,1563031.732,981106.7439,1023388.228,1690047.53,381056.8775,1923715.251,638815.3369,1162474.206,1782625.924,1456425.183,1731920.707,1722821.717,762811.5916,910062.0245,635013.5139,1196309.89,1245740.513,518665.6007,4273960.777,4080737.367,4538816.418,4475469.661,172190.9441,38007.4227,3364670.479,2930364.38,2784161.682,2720664.685,2841288.996,3641716.906,3404845.194,3400092.888,2518163.227
Pyruvic acid_1,0,0,27299.48347,0,27809.13879,0,73425.90197,46678.58242,32549.33852,75361.38605,18509.6136,9239.587742,23239.41153,14545.24745,17178.90536,11422.52403,9965.553091,5580.521547,16418.82604,4601.838163,0,13811.27912,0,21812.48263,16468.8666,22914.02412,87.60754058,5974.04711,24531.19913,29008.24823,27012.30738,20599.10002,0,24475.70139,7046.421984,6295.814598,0,10235.26638,19350.13605,14426.241,12938.87048,10827.30027,442.7181817,11570.87399
Pyruvic acid_2,0,0,0,0,0,0,0,0,0,0,16100.03016,168.812838,12739.00252,11743.4162,15791.07139,13241.26599,19156.94924,6393.851354,24201.48171,20295.60347,7288.764638,5639.123803,0,19753.8198,4608.40959,1242.559702,9321.5351,5599.419551,6272.078486,0,0,0,646.3787096,3411.410113,6119.796086,12381.01804,4722.714004,0,0,357.1493097,8550.364593,4339.012658,0,0
Pyruvic acid_3,3391.654724,4150.218708,3147.883638,2330.901534,3133.007115,14290.72123,10088.50693,0,15434.58373,5062.405025,7932429.057,7789322.201,9172194.652,7380667.635,8611165.795,2029643.934,4981177.606,712639.1824,7886424.673,8803769.79,7309182.352,5262137.104,2937081.696,3288837.639,4527473.741,3540871.559,2978083.236,3271616.727,2618745.874,5273047.916,5111125.296,5640943.579,5455837.714,857.3347682,1296.867871,3829415.785,3762606.621,3404661.628,3379216.947,3424954.361,4901047.909,4403830.739,4193910.435,3122387.321
Glucose_0,68583.99232,12868.02852,131319.8501,2010.74908,280789.6742,240425.5366,366711.7767,308714.151,333395.7406,403307.9107,3051.954197,15117.7599,2071.842709,8847.878106,20738.88589,8253.228432,6829.442701,39236.29503,7455.130645,9184.532025,3830.459312,10354.11752,18122.7538,5051.426616,5123.275289,6740.683557,6621.001172,11118.36064,17617.86989,99228.16381,116518.7551,100045.0057,131157.6838,21374.75643,10655.44412,108741.9864,68638.36559,68694.34151,98422.45922,100481.2104,110188.8764,79278.81752,62294.76123,77129.39462
Glucose_1,1670.702497,1517.933805,3510.597428,4138.713634,4885.252175,3836.455947,0,4351.058866,0,16328.96636,4411.48645,3519.375247,2784.308092,5149.578335,1499.974077,7868.583295,6034.106897,0,5695.867504,6709.12945,5608.685646,4446.93024,4143.260351,3764.522814,2694.918802,4951.114838,5663.641535,3769.000526,2390.853499,1959.848834,4928.383497,2178.510183,3105.749735,3376.366452,3244.087177,1849.227287,2353.365893,5658.240953,2080.308885,2923.024919,0,3558.550315,3869.172221,2315.816844
Glucose_2,5980.946471,14578.28657,13056.38686,2308.309269,17218.85287,39122.57278,20849.50528,27153.07331,8980.271087,5634.065765,21412.19536,21513.84788,5110.454809,27893.66823,38482.50384,9680.17855,17509.35504,16912.33492,16194.12037,15643.1672,16765.966,15635.66568,18078.53131,24132.12937,20803.94033,17464.82537,25889.31348,7209.426317,19831.35127,26954.50273,21102.97196,19705.60491,6648.618637,15416.72023,7213.096984,19166.7975,21498.93881,27179.57911,29573.92098,15469.95748,21723.15055,5888.752211,28747.45428,24146.67109
Glucose_3,1952.345289,1877.137086,4630.902791,886.5616962,2920.969206,3731.661612,4526.558198,5190.563189,6904.091484,4027.169281,6121.35889,6222.011269,1089.104145,787.4130469,3411.000455,3536.457502,5803.866428,2731.113572,3826.705959,3185.322184,4320.599107,3283.196735,5116.414387,4083.641084,3083.298083,2050.631383,6124.047243,4219.013232,5599.920395,5077.316677,1925.582328,3883.4441,4287.563063,3218.054172,1185.652795,4354.613582,6089.995625,3574.639717,4308.071222,2790.517311,0,6104.819982,4706.727713,3132.898385
Glucose_4,3460.566246,3197.798527,3000.823501,4443.90366,2914.496007,2910.78283,2787.120234,3679.399259,5466.371107,3775.432146,3036.301755,1891.526644,3232.67557,5303.936225,911.2329965,4532.838562,804.5106289,1985.585154,3385.892391,2814.274807,5045.331004,3748.85779,3597.169028,2665.303396,3059.638671,1423.001677,0,2811.950078,1157.151814,3482.122564,4728.839599,3269.991114,1774.608116,3791.019835,2993.394478,937.9667713,5937.694565,3322.255383,2182.39092,1932.05404,5703.06854,2472.39825,4223.316203,2190.83108
Glucose_5,6631.22973,7925.638997,6139.01664,8169.462909,3715.477983,7334.750073,7958.287296,4496.018149,2306.210482,5343.71671,16526.77203,15963.79373,6174.162876,13854.98211,18044.32499,18768.52824,7566.615378,13277.20845,16173.63521,272.3919424,11661.18756,8890.084902,11574.351,14944.12728,11457.17913,13249.12614,19559.44403,20833.21133,21601.9742,12150.8475,10973.88153,11705.42602,8266.420478,313.6084469,4658.367719,14430.89907,10682.42113,17903.39462,13576.34471,13354.67723,11933.2823,12714.77718,15583.01541,19595.40759
Glucose_6,1462.961404,165108.4527,2710.950882,199483.7711,1428.313113,1042.681813,3061.082811,932.6030922,364.4333574,635.779088,673152.6874,585435.1414,1121858.55,684889.8827,883935.5596,837962.1238,694420.5382,761664.8894,879503.8521,663576.0101,782058.542,785915.2442,804831.5871,959796.8059,1121250.229,864566.4777,940527.7362,1045234.563,982807.7101,607718.692,629389.0663,611846.6157,595238.7654,3064.605178,1084.510095,673633.4198,647177.8847,680316.2619,722031.9706,717685.2986,735734.6972,690067.0689,683386.4956,699534.2643
Glyceraldehyde 3-phosphate_0,6874.912416,5258.596806,6270.885064,1974.850176,9302625.261,10831389.54,9470754.951,7956411.766,8625858.439,10287237.94,355107.026,313927.0089,346715.0893,278904.9502,335749.7322,323689.9224,303698.9684,253240.0539,332551.5946,297074.431,325167.3726,278035.7376,237001.0642,305052.6765,329233.3228,350561.4692,362960.5102,363240.4999,295801.584,2484704.893,2561875.314,2691470.665,2520490.348,3430.125861,5761.799417,1864152.342,1887622.48,2093533.165,2155082.243,2062506.271,2287288.09,2324045.434,2317686.771,2216626.703
Glyceraldehyde 3-phosphate_1,728.6382629,2847.561934,2972.018337,1666.928732,33775.70142,67558.50091,65196.78762,40151.90883,47454.4843,68618.80181,15331.53082,16110.61685,8512.343407,14807.03322,16715.06303,16411.59045,16899.89037,28648.18814,16982.92022,18097.72821,13258.55758,25278.06084,2341.674789,13454.97118,11918.73578,11276.86169,19047.26508,9421.487407,9921.201904,24660.80732,32135.4282,29006.98548,23928.92472,3072.829741,1868.732708,12675.07569,27056.60684,13283.58173,22035.23606,17741.44575,15248.9841,33091.30813,21013.81525,24160.66851
Glyceraldehyde 3-phosphate_2,21914.59986,59301.71395,35098.08698,41282.46819,0,0,0,0,0,0,44657.21398,116528.8838,199759.1512,32090.67962,55475.39317,77805.20332,51058.93215,33880.84025,24395.66321,18509.87761,47286.68532,0,36619.01276,21589.25744,3600.306718,13354.28107,47505.03165,741.1992256,28151.11336,0,0,55215.92137,35868.38849,9731.026308,4494.549254,47871.77749,25469.25616,59788.1974,28992.70588,94582.97174,113159.2213,132678.3875,0,0
Glyceraldehyde 3-phosphate_3,6635.088724,7859.524666,7226.634981,6495.951733,71354.02706,52808.24012,52607.82467,31140.43425,112503.9785,109529.6358,7743365.816,9047398.728,9614888.42,6327598.748,8440291.594,8530911.446,7649717.302,6777891.284,9138722.158,8405963.282,9237876.616,7963468.563,4962888.937,6012857.267,6716555.137,7799619.066,7807753.997,8183901.456,6831264.603,4330579.206,4420258.925,4588683.572,4376239.055,8516.813298,5590.986665,4466923.999,4613282.2,4936123.958,5063904.462,4955650.016,5550634.625,5667193.071,5234830.519,5056257.156
3-Hydroxymethylglutaric acid_0,306967.4926,290955.6876,321026.5163,246561.588,660510.8076,766693.8588,711646.4131,712667.5719,710122.379,767489.7734,341235.9227,329714.5532,363024.6754,451054.7572,545840.7486,690028.3797,464559.2454,479919.7094,407233.6971,578248.3702,591756.6981,585635.5271,393478.7675,530342.5047,512640.5337,634172.5049,634816.6854,628148.7889,577560.6661,568432.2882,507799.1965,543498.3651,512702.3377,73761.82997,137887.2902,604537.5018,544483.3096,559491.3384,583845.1521,587967.6907,604593.0613,596007.2368,630560.6799,594477.8504
3-Hydroxymethylglutaric acid_1,5177.296276,12983.31794,0,11164.16596,0,0,15674.85522,11720.97192,8059.218031,0,21086.34824,28936.67875,26999.45946,0,23020.31881,28207.23904,10548.23178,18192.97664,16874.53891,13386.28531,24431.04524,28929.00594,36268.88444,5170.907095,32206.45136,27628.54983,28493.00419,33047.97627,27133.67938,0,21024.41847,17613.83392,18456.80342,4360.744531,8881.512097,16389.75807,26950.4068,24188.69596,21882.63111,11544.81108,26671.80645,26552.39729,17499.32106,25018.66827
3-Hydroxymethylglutaric acid_2,492.1719171,4898.395019,2588.890585,1627.383906,0,0,0,0,2667.389691,0,103396.4516,123947.6668,114989.4713,81388.73204,86406.79941,91723.20376,50365.50192,46701.02904,53764.57933,33738.84459,36457.16393,32160.86528,13869.96083,14808.7789,16568.43995,20865.34916,20771.3777,18973.83956,19346.78389,40398.95346,40373.11282,38626.14225,31344.89459,6908.522265,3708.141749,33939.47541,33609.56643,33619.45058,37324.74373,33109.02805,38717.48114,36648.63324,31390.0417,38432.96975
3-Hydroxymethylglutaric acid_3,1361.638652,2871.496565,2762.713401,2403.723241,1382.326143,3108.509465,3362.628076,3223.319833,4078.48708,2115.738317,9505.104226,7754.479172,1732.812674,4931.708933,6759.708666,4540.03523,5433.508642,5024.368102,1479.95973,2192.79687,3645.779873,3013.703213,5043.872096,3816.214488,1218.979191,3216.014861,1533.033373,3752.836472,1173.723562,4456.057998,2435.573432,1852.610607,2966.372831,2696.096181,4576.470933,915.4528254,4456.480466,2814.891031,0,4135.567349,4471.488366,4475.323988,1396.162211,2541.099832
3-Hydroxymethylglutaric acid_4,2080.013149,2575.15083,1726.73961,950.7991659,1982.532229,2883.512591,6010.773857,4759.401068,5239.522781,3203.425983,91182.57827,106040.8385,96625.06228,36084.43122,30864.03681,38043.01735,36559.78172,30220.09205,34059.57265,12823.42122,16853.90512,16049.70718,10035.15655,9485.35459,7260.722437,10696.78908,14615.32737,6826.53103,4312.409363,22239.47692,28279.26954,30032.4057,23378.85757,3763.233888,1322.381592,20147.25696,18798.02336,21399.79584,25046.80304,16324.38787,14679.4364,23185.85316,25579.44839,9672.344598
3-Hydroxymethylglutaric acid_5,18417.01161,17075.81792,19604.8283,12150.48023,16280.59022,23416.7229,24105.42713,6422.606902,23510.82572,14910.57746,0,13690.54322,9610.65975,23956.62129,24358.94136,28868.80146,10979.14552,18819.39486,16655.32923,17914.84718,20880.73452,13573.51173,0,24277.34943,24512.02054,16964.32234,27146.104,14876.61402,13934.84598,23700.71153,18611.54513,28508.4216,25784.98295,23699.36806,16056.96256,20293.33311,22787.60414,25799.40539,23043.20834,21318.82077,29919.30953,22539.20836,34939.10876,28857.15632
3-Hydroxymethylglutaric acid_6,1236.731157,66734.414,2125.654405,71138.03749,2379.058369,5039.698226,868.7560898,4289.352964,3718.570291,1503.242561,257437.083,231882.2773,395560.8441,234408.6005,301465.7145,289159.0429,227085.2396,198832.4766,245138.7999,182219.1522,209522.4048,190988.3007,264495.9113,298925.0672,338324.1783,253952.4289,287628.698,316551.9793,327748.4124,205885.5709,209446.6008,208031.4494,206528.0247,1661.12787,1966.025506,233118.5907,225636.5541,240905.4153,228843.7793,231181.9043,235329.1274,220164.7623,224475.2643,241080.7705
3-Hydroxy-3-methylglutaryl coenzyme A_0,5495.478095,8769.021891,10899.31078,10603.28607,20749.37214,19976.18622,28708.6473,25108.12365,25171.74848,33124.07162,14957.8963,9604.73705,9436.957691,17854.85499,14074.53512,20431.62664,22032.50531,11796.53057,19462.85351,29536.61552,25673.07143,30001.39418,18143.11692,11779.83661,18892.23347,33258.14298,34962.37432,39511.71475,29217.36542,11662.50415,10874.01505,13545.41833,17835.25113,8649.87309,5564.647335,19844.58949,16149.86658,23828.42872,24252.20973,27321.61016,25185.84776,20641.27174,20939.8622,21927.45888
3-Hydroxy-3-methylglutaryl coenzyme A_1,8194.360549,2362.676274,4164.261533,9621.645355,4523.188683,5832.839835,8378.498917,6606.252262,4193.055208,10779.05652,7310.798828,5190.271747,6016.969116,5736.810058,8570.414707,6618.589494,5340.071357,5731.376478,5111.728259,0,9466.326729,4120.431189,4525.937187,6008.93071,1420.655391,9015.242681,6898.372503,3722.001488,6447.998135,8335.858107,8647.770231,7905.443302,5636.015404,0,0,453.2195358,7083.846365,0,2344.801262,5269.776722,4675.7918,3525.105055,5867.220345,1362.150869
3-Hydroxy-3-methylglutaryl coenzyme A_2,2052.077517,4061.616463,6649.884748,5730.985066,2032.00362,6810.80508,0,0,6927.609365,3204.108314,4060.276664,7852.028256,995.8430107,1473.943644,2445.889522,8999.727461,5067.145241,10917.32964,12446.59351,11146.40778,11686.39226,0,1531.868643,12513.71267,7071.997411,831.727555,12630.96413,0,10512.29465,5247.849028,4754.253329,7954.186438,6245.516764,9600.552421,3032.212836,5272.901541,2891.307683,8510.078313,10151.03775,9108.614473,244.0539957,9488.063859,4806.903032,8756.095774
3-Hydroxy-3-methylglutaryl coenzyme A_3,4390.450851,3725.290288,6613.750919,6628.699001,8091.841161,2799.427824,0,6427.803681,5634.953799,6136.707616,10598.6252,11270.17969,6768.714168,8061.662637,12147.21411,5292.238658,8049.403561,3498.708989,6132.24157,0,4366.636123,8947.471008,10267.48318,2336.684224,2665.546798,783.2211258,0,12106.34107,8920.218783,5508.425273,1814.148573,2545.792851,10266.53166,1285.34591,5063.307198,6159.92866,7252.018154,6507.086612,6449.361991,4980.932078,9888.155148,8220.428703,3021.706599,9136.263771
3-Hydroxy-3-methylglutaryl coenzyme A_4,8595.156283,7075.065502,5725.971306,5299.762751,3107.26434,2312.641213,9408.126242,525.1353187,4195.759403,7625.106891,14194.97103,9240.982322,4316.908491,9759.694309,2061.940211,1072.977206,8446.481626,10674.251,11249.54148,8921.677446,8662.912972,5782.652613,3174.225023,10416.39385,7169.894248,7465.499462,5530.791685,3711.860101,1148.307651,7136.06669,7284.733855,3007.165594,0,6589.251573,0,8546.068805,6782.054322,5884.809612,7111.592594,4327.577314,5072.718217,4576.786489,4068.006756,6778.999395
3-Hydroxy-3-methylglutaryl coenzyme A_5,0,10185.40618,4964.341387,3642.722793,5866.313179,3898.400954,0,6002.139111,3119.212416,0,7282.312466,5846.762425,3716.476974,7442.952993,10372.19866,7372.048501,7407.518235,9382.150996,10280.58717,10746.01814,5479.211532,8706.752266,9528.167345,1318.386245,3297.012067,2899.139777,10934.11266,10559.26723,8299.061514,10202.73277,3429.58212,13713.45827,6756.03896,1205.163444,2745.653132,6462.278725,4362.145348,4276.50292,7112.962718,3688.99653,11037.89593,6928.051646,10175.75621,7096.558123
3-Hydroxy-3-methylglutaryl coenzyme A_6,1605.03154,4523.326711,3940.626237,10765.56977,8159.446533,5078.442027,7615.193444,2698.789124,4248.88507,5208.279065,7995.908823,741.3463257,10547.39273,10685.95335,6403.898792,7281.138779,1095.72355,6226.330727,0,6216.632544,4232.553375,4744.756261,913.6514994,6517.040181,7780.560119,7185.449568,8386.562987,7226.935087,6808.948983,4516.025367,2007.455766,1048.739248,10292.53975,6824.857413,11419.05963,0,7299.305671,6633.991141,3346.87757,7603.369131,6874.499384,9917.117848,8370.696322,4962.179229
3-Hydroxy-3-methylglutaryl coenzyme A_7,9930.605144,3627.184133,7039.305625,6826.668588,1643.655682,4202.968552,3854.99102,7218.735559,7097.600386,3181.122697,7758.671026,11013.75114,4032.920665,8863.247193,3120.373617,9862.5739,11935.04989,4967.695921,5270.53777,6460.039997,8566.857505,11195.34808,8477.678696,6740.468477,5435.572215,9425.636116,6523.146208,49.74366191,4698.607381,3451.546657,7162.887729,7816.308875,5325.311123,13612.57834,7480.311299,8050.430088,0,6362.616006,5644.805236,9530.912207,1365.332678,3945.247043,5367.067817,994.660704
3-Hydroxy-3-methylglutaryl coenzyme A_8,7676.416905,5803.794547,6083.050783,6006.962907,2478.742307,1592.985147,0,3624.84266,2390.690847,2301.232682,7857.682644,7621.067162,8444.902595,5748.658449,3962.57627,952.6857845,1994.421148,418.7538345,5541.645333,2243.026357,2763.513605,166.3774727,5217.79622,8024.142839,4434.826892,2158.015556,4401.565142,4795.717877,4477.06962,1572.108042,8790.690607,3398.997321,4797.763832,0,7374.664315,7834.763074,7520.816415,2760.915645,0,3708.961228,5412.238111,11086.85145,2517.682514,9263.562566
3-Hydroxy-3-methylglutaryl coenzyme A_9,4022.023694,8127.622757,7517.513047,8633.066618,5254.725708,6695.824549,530.1317559,3171.468662,808.9869596,4394.914059,6476.612611,8375.810099,5267.332039,2845.63891,3465.721239,6261.35155,10293.82292,3861.805657,0,9609.210369,7008.674363,2377.301749,2930.071631,0,0,7922.115387,0,3107.870335,7202.875947,4490.816041,6985.948211,6835.940988,7364.837881,11156.7515,5925.851623,6868.342735,4322.167623,5548.740309,2577.028963,4655.327145,8148.168006,1544.812115,5765.094158,7321.268223
3-Hydroxy-3-methylglutaryl coenzyme A_10,17485.89555,3519.570399,0,5760.649086,3895.94548,1354.141603,8127.601004,2668.622179,5465.05787,6472.388017,3833.595034,8016.705938,5727.630782,5453.754827,1841.094818,6029.52049,4064.451322,1032.043729,8466.034844,0,4789.073331,1203.883378,5906.535781,5859.038749,3030.491284,1182.230941,5573.389311,3554.236608,0,2450.651327,2435.72616,5176.909231,6593.459611,10097.55655,5813.03981,5610.103815,4986.094615,1671.970661,6763.908675,3669.747271,2299.713329,7855.87522,2841.090361,5008.166838
3-Hydroxy-3-methylglutaryl coenzyme A_11,183.020897,8568.987117,10734.41987,1709.512832,4191.082058,1953.747795,415.3631788,5931.172307,2109.857777,2797.139907,8442.339346,4875.747439,2372.43113,5965.692757,7041.570246,4427.135719,6896.597403,3688.759999,3045.884941,7251.607658,9430.318382,5980.78564,6613.524118,2626.028879,10318.80571,1246.750168,3054.996781,7409.140246,2480.833705,0,7814.122379,7476.403869,5722.337473,3754.644856,7896.402251,1271.748171,249.2315103,4599.324476,0,3338.981424,366.8004752,0,0,0
3-Hydroxy-3-methylglutaryl coenzyme A_12,8473.508037,10246.78012,1337.11825,7878.205958,0,7315.112871,1450.543983,0,6375.164755,10129.68194,0,4299.69719,6594.246182,5184.905841,5189.033384,5366.440963,4103.268711,0,4129.617858,7096.546675,0,4337.763302,919.8599455,5019.522604,2920.841849,1769.371448,436.7968229,0,3796.072911,4206.248091,4332.163365,10453.82223,7102.733,9331.395313,1328.333893,648.0935485,8855.291363,1785.743034,5648.622955,6807.261961,6592.61049,4823.066511,5215.799367,0
3-Hydroxy-3-methylglutaryl coenzyme A_13,9685.033355,3890.365483,10254.49341,5712.613593,2075.898582,2495.475802,6363.710458,5107.372919,928.6837275,1321.234284,5870.208784,6502.295281,4274.12602,0,4349.526962,3999.099007,2762.350078,8668.128048,1676.540963,5198.736494,3532.256634,5013.094212,8871.281221,5753.374667,0,4975.646212,4349.461462,600.9821139,6633.43488,8318.438601,5010.531226,2939.407776,7043.612023,8072.533254,0,1802.125306,0,4896.64153,5202.977508,4538.029949,7530.971333,2258.747682,219.7119528,0
3-Hydroxy-3-methylglutaryl coenzyme A_14,5412.484633,0,0,7837.876939,7460.350049,4358.016463,399.6559559,6691.820694,4371.059761,364.686279,3491.720859,1351.153429,1554.583718,6603.769998,858.1315569,3900.633067,3584.720215,6093.575108,6499.494187,8051.337763,7047.73307,6948.236978,5996.271804,3059.47083,4516.814129,0,847.5879154,4927.609727,8892.231573,0,3186.100033,7808.874402,4635.663466,1427.671769,8708.523106,5030.46824,4919.297967,0,5053.380707,3745.660934,5551.760214,6106.812867,4234.660015,8778.183214
3-Hydroxy-3-methylglutaryl coenzyme A_15,3541.592097,1875.574339,9137.052189,9462.660783,3584.807859,9060.617598,0,3799.803269,2210.795071,2491.636373,4833.838051,7180.932739,7749.392207,4850.594526,4819.139867,5967.515125,7894.825953,5099.399143,3862.051347,3922.422356,0,0,2830.727668,6071.066123,7973.514668,7603.43602,7313.999491,1473.834939,0,4466.292956,5902.908114,2298.896597,3484.5695,4563.537903,6514.569291,3086.86548,2561.52036,5890.444055,0,1352.336683,6421.557391,575.9455721,5808.193223,1791.738797
